HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported
1,1,542,0,40,0,1
0,1,5551,1,33,0,1
0,1,5542,1,46,0,0
1,0,543,0,30,1,0
0,0,3693,2,17,0,0
0,0,3681,2,19,0,1
1,0,573,0,22,0,1
1,0,573,0,20,0,0
0,0,3683,1,36,0,0
0,0,5548,2,0,0,1
0,0,1481,0,17,0,1
0,1,5550,2,28,0,1
0,1,5550,1,15,0,1
0,0,5550,2,20,0,0
0,0,3695,0,19,0,1
0,0,3685,1,24,0,0
0,0,3698,0,43,0,0
2,1,3700,2,26,0,1
0,0,3687,2,42,0,0
0,0,3702,2,21,0,0
1,1,575,2,50,0,1
1,1,575,2,25,0,1
0,1,5553,2,64,0,1
0,0,3689,2,50,0,0
2,1,3690,2,24,0,1
0,0,3692,2,27,0,1
0,1,5552,0,42,0,1
0,1,5555,0,30,0,0
0,0,1446,2,20,0,1
2,0,1483,2,31,0,1
1,0,988,0,26,0,0
1,0,990,0,39,0,0
0,0,5559,2,28,0,0
0,0,5559,1,32,0,1
0,1,5559,2,25,0,1
0,0,5559,2,6,0,1
0,1,5559,2,3,0,1
0,1,5559,2,11,0,0
0,1,5560,2,52,0,0
0,0,3703,2,14,0,0
0,0,3703,2,68,0,0
0,1,5560,1,18,0,1
0,0,5562,2,55,0,1
0,0,5554,0,22,0,0
1,0,1354,2,34,0,1
2,0,3694,2,17,0,0
0,1,5556,1,38,0,0
0,0,3709,2,13,0,0
0,1,5557,2,19,0,1
1,1,992,2,30,0,1
1,0,992,2,27,1,0
0,0,1448,2,17,0,1
1,0,1003,0,45,0,0
1,0,1003,0,28,0,1
0,0,3699,2,23,0,0
1,0,1359,2,24,0,0
1,0,1359,2,23,0,1
0,0,3701,0,29,0,0
0,0,5563,2,46,0,0
0,0,3711,1,17,0,1
0,0,5564,2,20,0,0
0,0,3704,2,24,0,0
1,0,16,2,40,0,0
1,1,16,2,28,0,1
1,0,995,2,38,0,0
1,0,37,2,65,0,1
1,0,37,2,19,0,1
0,0,3705,2,54,0,1
0,0,3706,0,38,0,0
0,0,5561,2,40,0,1
0,0,3713,1,21,0,0
0,0,3715,2,22,0,1
0,0,3717,2,33,0,0
2,0,1360,2,18,0,1
2,0,1486,2,43,0,0
2,0,6156,2,13,0,0
2,0,3710,2,26,0,0
2,0,1360,2,22,0,0
2,1,3719,2,21,0,1
0,0,3712,1,25,0,0
2,0,3714,2,29,0,0
2,0,3714,2,49,0,0
1,1,577,0,29,0,1
2,0,1362,2,45,0,1
0,0,3716,1,45,0,1
1,0,1005,2,30,0,0
0,0,3718,2,29,0,0
0,0,6156,2,26,0,0
0,1,5565,0,16,0,0
0,0,5566,0,20,0,0
0,0,5567,2,33,0,0
0,1,5568,2,18,0,0
2,0,3722,2,24,0,0
2,0,3724,2,29,0,0
1,1,579,0,40,0,1
1,1,1364,2,27,0,1
0,1,5569,2,35,0,0
1,0,6156,2,31,0,0
0,1,5571,1,26,0,0
2,0,1365,2,49,0,1
0,1,5572,2,23,0,0
0,1,5574,1,23,0,0
0,1,5574,1,14,0,1
0,0,5573,0,21,0,0
0,0,5575,2,18,0,0
0,0,3720,2,28,0,0
0,0,3726,2,19,0,1
0,0,5577,2,22,0,0
0,0,3730,2,17,0,0
0,0,3732,1,13,0,0
0,0,1450,2,26,0,0
2,0,1367,2,28,0,0
2,1,3721,2,16,0,1
2,0,3734,2,20,0,0
0,0,1452,2,20,0,0
0,0,1452,2,23,0,0
0,0,5576,2,61,0,0
2,1,3735,2,27,0,1
2,0,3735,0,3,0,1
2,0,3735,0,4,0,1
0,1,5578,0,13,0,1
2,1,3723,2,19,0,1
0,0,3737,2,18,0,1
0,0,1455,0,66,0,1
2,1,3725,2,39,0,1
0,0,3727,2,21,0,0
0,1,5579,2,7,0,0
0,1,6156,2,56,0,0
0,0,3739,2,15,0,0
2,0,1488,2,28,0,1
0,0,3731,2,13,0,0
1,1,582,2,18,0,1
0,1,5580,1,38,0,0
0,0,3741,2,45,0,0
0,1,5581,2,21,0,0
0,0,5583,2,19,0,0
0,0,3733,2,49,0,0
0,0,3736,2,21,0,1
0,0,3738,2,18,0,1
2,1,3744,2,43,0,1
2,1,3740,1,27,0,1
2,0,3740,2,0,0,1
0,0,5585,2,27,0,0
1,1,547,2,21,0,1
0,0,3748,1,20,0,0
2,1,3742,2,35,0,1
2,0,3742,2,20,0,0
0,0,3751,2,24,0,0
0,0,5588,2,41,0,0
0,0,5582,1,23,0,1
0,1,5589,1,27,0,1
0,1,5584,0,58,0,1
2,1,3754,2,53,0,1
1,0,1008,2,30,0,0
0,0,3743,0,24,0,0
1,0,549,2,31,0,0
2,0,3745,1,46,0,0
2,0,3745,2,20,0,0
0,1,5587,2,20,0,0
0,0,3756,2,30,0,0
0,0,3758,0,24,0,0
0,0,5591,2,34,0,0
0,0,3747,2,20,0,0
2,1,3749,2,48,0,1
0,0,3760,1,25,0,0
0,1,5590,2,43,0,0
0,0,3764,2,27,0,1
1,0,551,2,47,0,0
1,0,551,0,26,0,1
1,1,551,2,37,0,1
1,0,551,0,42,0,0
0,0,1490,0,61,0,1
2,0,3766,2,29,0,0
1,0,1369,0,32,0,1
2,0,3768,2,51,0,0
2,0,1371,2,43,0,0
1,1,585,0,25,0,1
0,0,1491,2,31,0,0
0,0,3750,1,13,0,0
0,0,5592,2,20,0,0
0,0,3752,2,29,0,0
0,1,5594,2,16,0,0
0,0,3753,2,15,0,1
0,0,3769,2,50,0,0
1,0,39,0,41,1,1
1,0,39,2,43,0,1
1,1,39,2,32,0,1
1,0,39,2,36,0,0
0,1,6156,0,18,0,1
0,0,5596,2,47,0,1
0,1,5593,1,29,0,1
0,0,5597,2,28,0,0
0,0,3755,2,14,0,1
0,1,5595,1,25,0,0
2,0,1493,2,63,0,0
0,0,3757,2,22,0,0
2,0,1495,2,32,0,0
0,0,3759,0,31,0,0
0,0,3759,2,24,0,0
0,0,5598,2,39,0,0
2,1,3771,0,20,0,1
2,1,3771,0,20,0,1
2,0,1459,2,19,0,0
2,0,1459,0,20,0,0
2,0,1355,2,31,0,0
2,1,3771,0,17,0,1
2,0,3771,2,24,0,0
0,0,3773,2,27,0,0
1,0,1012,0,28,0,1
1,1,1012,2,41,0,1
1,1,40,0,25,0,1
0,0,3761,1,26,0,1
0,0,3778,2,27,0,0
0,0,5603,2,22,0,1
1,0,42,0,62,0,0
1,0,42,2,58,0,0
0,0,5605,2,37,0,0
0,0,5599,2,54,0,0
0,0,3781,2,26,0,0
1,1,999,0,44,0,1
1,1,999,2,34,0,1
0,1,5602,2,47,0,1
1,0,1001,2,27,1,1
1,1,553,0,22,0,1
0,1,5606,2,46,0,1
0,0,3765,2,29,0,1
0,0,5607,0,43,0,0
0,0,3783,2,42,0,0
0,0,3767,2,39,0,1
2,0,3784,2,30,0,0
2,0,1499,2,43,0,1
0,1,5609,2,19,0,0
2,1,3786,2,26,0,1
2,0,3787,2,46,0,1
0,0,5610,2,3,0,1
0,1,6156,0,21,0,1
0,0,5610,2,1,0,1
0,0,1500,2,22,0,0
1,1,1004,0,27,0,1
1,1,1004,0,28,0,1
2,0,3791,1,36,0,0
0,0,5604,2,19,0,0
1,1,1007,0,18,0,1
1,0,586,0,47,0,0
1,0,588,2,18,0,0
0,0,1462,2,6,0,1
0,0,3792,2,20,0,0
2,0,3794,2,18,0,0
0,0,3795,2,37,0,0
0,0,1502,2,22,0,0
2,0,3796,2,37,0,1
0,0,5608,0,6,0,0
0,0,5608,2,36,0,0
0,0,3770,0,46,0,0
0,0,3798,2,75,0,0
0,0,3798,2,37,0,0
0,1,5613,2,22,0,1
0,0,3800,1,33,0,0
2,0,3772,2,35,0,0
1,0,1009,0,19,0,0
1,0,1009,0,34,0,0
0,0,3774,2,23,0,1
0,0,5611,0,37,0,0
0,0,3774,0,24,0,0
1,0,19,2,54,1,0
2,0,3802,0,52,0,1
0,1,5612,2,60,0,0
1,0,1010,2,1,0,1
1,0,1010,2,28,0,1
1,0,1010,2,22,0,0
1,0,1010,0,27,0,1
1,1,1010,0,48,0,1
1,0,1010,0,47,0,0
1,1,1373,2,25,0,1
1,0,1373,0,49,0,0
1,0,1373,2,33,0,0
1,0,1373,2,67,0,1
0,1,5618,1,5,0,0
1,1,1357,0,60,0,1
1,1,1357,2,56,0,1
1,0,1357,2,59,0,0
1,1,1357,2,44,0,1
0,0,5620,2,33,0,0
0,1,5614,2,28,0,0
2,0,3804,2,29,0,0
0,1,5617,2,13,0,0
1,1,554,0,34,0,1
0,1,5619,1,45,0,1
0,0,5621,2,39,0,0
0,0,3807,2,18,0,0
0,1,5622,1,57,0,0
0,0,3777,0,28,0,0
0,1,5623,1,25,0,1
0,1,5624,1,22,0,0
1,0,555,2,32,0,1
2,1,3810,2,29,0,1
0,0,3779,2,21,0,0
2,0,1463,2,16,0,0
1,1,46,0,45,0,1
1,0,46,2,44,1,0
0,1,5625,0,27,0,1
0,0,3812,2,26,0,0
2,0,3813,2,46,0,0
0,0,3780,1,24,0,0
0,0,3782,2,15,0,1
0,1,5627,1,53,0,0
0,0,3816,0,28,0,0
0,1,5626,2,11,0,1
0,1,5626,2,7,0,0
0,1,5626,1,0,0,1
0,1,5626,0,15,0,1
0,0,5626,0,31,0,0
0,0,5626,2,9,0,0
1,0,1375,0,44,1,0
0,0,5629,2,35,0,0
0,0,5633,2,30,0,1
0,0,3785,0,13,0,0
2,0,1379,2,45,1,0
2,1,1379,2,4,0,1
2,1,1379,2,21,0,1
0,0,1466,2,20,0,0
0,1,5628,2,24,0,1
0,1,5632,1,3,0,0
0,0,3820,2,29,0,1
1,0,1015,2,28,0,1
0,0,5634,2,44,0,1
1,1,1361,2,50,0,1
2,1,3822,2,35,0,0
0,0,3823,2,19,0,0
2,0,1470,2,22,0,0
0,0,3825,2,30,0,0
1,0,1381,2,36,0,0
2,0,1506,2,20,0,1
0,0,5635,0,22,0,1
0,0,3788,0,22,0,0
1,1,1011,1,32,0,1
0,0,3827,2,35,0,0
0,0,3829,0,41,0,0
0,1,5636,2,57,0,0
0,1,5636,1,3,0,0
0,0,5636,0,11,0,1
0,0,5636,2,4,0,1
0,1,5636,2,17,0,0
0,0,5636,2,30,0,0
0,1,6156,2,11,0,1
2,0,3793,2,23,0,0
0,0,1472,2,58,0,1
0,0,5637,2,22,0,0
0,0,5638,2,24,0,0
0,0,1474,2,20,0,0
0,1,5639,2,37,0,1
0,0,5641,2,49,0,0
0,0,1509,2,46,0,0
0,0,5640,2,30,0,0
0,0,5642,0,36,0,0
0,0,3833,2,21,0,0
2,0,1511,2,25,1,0
0,1,5643,1,42,0,1
0,1,5645,2,13,0,0
0,0,5644,2,25,0,0
1,0,1017,2,29,0,0
1,1,1017,2,17,0,1
1,0,1017,0,36,0,1
0,1,1017,2,44,0,1
2,1,3797,2,18,0,1
0,0,3835,0,22,0,0
0,1,5646,2,22,0,1
0,1,5648,2,43,0,1
0,0,3837,2,29,0,1
0,1,5650,2,24,0,1
0,1,5647,1,18,0,1
1,0,6556,2,42,0,0
0,0,5649,2,43,0,0
0,0,5651,2,32,0,0
0,1,5653,2,15,0,1
2,0,1476,2,22,0,1
0,1,5654,2,20,0,0
0,0,5652,2,34,0,1
2,1,3799,2,70,0,1
2,1,3799,2,18,0,1
1,1,591,2,26,0,1
0,0,3839,2,17,0,0
0,0,3840,2,13,0,0
0,0,3842,2,19,0,0
1,1,1013,2,32,0,1
0,0,3801,2,33,0,0
0,0,3848,2,21,0,0
2,1,3849,2,23,0,1
0,0,3850,2,24,0,1
0,0,3803,0,17,0,0
2,1,3852,2,34,0,1
0,0,1363,2,31,0,0
0,0,3854,0,43,0,0
0,0,1512,2,43,0,0
0,0,3855,2,33,0,1
2,1,3856,2,28,0,1
2,1,1477,2,27,0,0
2,1,3856,2,7,0,1
0,1,5655,1,16,0,0
0,0,3808,0,42,0,0
2,1,1479,2,27,0,1
0,0,3859,2,19,0,0
2,0,3809,2,42,0,0
0,1,5659,1,13,0,0
0,1,5661,2,16,0,1
0,0,3861,2,21,0,1
0,1,5663,1,28,0,1
0,1,5656,2,69,0,0
0,1,5657,1,15,0,0
0,0,1514,2,48,0,0
0,0,3811,2,42,0,0
2,0,1384,2,42,0,0
0,0,5658,2,23,0,0
0,0,5658,2,26,0,0
0,0,5664,2,45,0,0
0,0,1516,2,30,0,0
2,1,3814,2,36,0,1
1,0,1014,2,28,0,0
0,0,3863,2,35,0,0
1,1,1016,2,21,0,1
1,1,1016,0,50,0,1
0,1,5666,2,52,0,0
0,1,6156,1,21,0,0
0,0,3815,0,41,0,0
0,0,3817,0,35,0,0
0,0,3864,2,26,0,0
0,0,3864,2,17,0,0
2,0,1385,2,69,0,0
1,1,558,2,27,0,1
0,0,5662,1,25,0,0
2,1,3819,2,27,0,1
0,0,3821,2,25,0,0
0,0,6156,0,36,0,0
0,0,1520,2,14,0,0
1,1,1020,0,27,0,1
0,0,5665,2,22,0,0
0,0,5667,2,24,0,0
2,0,3868,2,28,0,0
2,0,3868,2,4,0,1
0,0,1480,2,19,0,0
0,0,1480,2,19,0,0
0,0,21,0,38,0,0
1,1,21,0,39,0,1
1,0,21,0,23,0,0
1,1,1387,0,57,0,1
1,1,1387,2,18,0,1
0,0,3824,2,43,0,0
2,0,3870,2,28,0,1
1,0,1025,0,33,0,0
1,1,1025,0,37,0,1
0,0,6156,2,28,0,0
1,0,593,0,28,1,0
1,1,593,0,18,0,1
0,0,5669,0,29,0,0
1,1,1018,2,29,0,1
1,1,1018,0,28,0,1
0,0,3826,2,24,0,1
1,0,1019,2,59,0,0
2,1,1482,2,43,0,0
2,1,3874,2,20,0,1
1,1,559,0,23,0,1
1,1,1366,0,27,0,1
1,1,561,0,38,0,1
0,1,5668,1,38,0,1
2,0,3828,2,48,0,1
2,0,3830,2,25,0,0
0,1,5670,1,25,0,1
2,0,3831,2,24,0,0
2,1,3831,2,69,0,1
1,0,563,0,20,0,0
1,1,563,0,18,0,1
0,1,5673,2,28,0,0
0,0,1484,1,23,0,1
2,0,1521,2,24,0,0
1,0,565,2,44,0,0
2,0,1485,2,29,0,0
1,0,595,0,6,0,1
1,0,595,2,42,0,0
0,1,5675,0,78,0,0
0,0,3834,2,36,0,0
1,0,6156,0,37,0,0
1,0,25,0,41,0,1
0,0,5671,2,18,0,0
2,0,3877,2,62,0,0
2,0,3877,2,0,0,1
2,0,3877,2,55,0,0
0,1,5676,2,16,0,1
0,0,3879,2,32,0,0
0,0,3836,2,19,0,1
0,0,5672,0,7,0,1
0,0,5672,0,4,0,1
1,1,1388,2,30,0,1
1,1,566,0,24,0,1
1,1,566,2,34,0,1
1,1,1026,2,30,0,1
2,0,3881,2,3,0,1
2,0,3881,2,32,0,1
2,0,3881,2,55,0,1
2,1,3881,2,0,0,1
1,0,6156,2,51,0,0
0,1,5677,1,0,0,1
0,0,5677,2,21,0,0
0,0,5677,2,2,0,0
0,0,1523,2,19,0,0
2,1,3883,2,24,0,1
2,0,3883,2,20,0,0
1,0,1525,2,42,0,1
2,1,3884,2,17,0,1
2,0,1487,2,32,0,0
0,0,5680,2,28,0,1
1,1,1027,0,21,0,1
1,1,1027,0,56,1,1
1,1,1023,0,28,0,1
0,0,3838,2,42,0,0
0,0,3841,2,18,0,0
0,0,5678,2,24,0,0
0,0,1489,2,20,0,0
0,0,3890,2,22,0,0
0,0,5681,2,22,0,0
0,0,5683,1,21,0,0
0,0,5684,2,28,0,1
1,1,1024,2,26,0,1
1,1,1024,0,50,0,1
1,0,1024,2,26,0,0
1,0,1024,2,30,1,0
1,1,1024,2,29,0,1
0,0,5688,2,8,0,0
0,0,5688,2,45,0,0
0,1,5688,1,35,0,1
0,0,3843,1,18,0,0
0,0,5679,2,23,0,0
2,0,1368,2,29,1,0
2,0,1368,2,18,0,0
0,0,5690,2,28,0,0
1,1,596,2,34,0,1
2,0,3892,0,0,0,1
2,0,3892,2,4,0,1
2,0,1370,2,28,0,0
2,0,3892,2,8,0,1
2,0,1372,2,20,0,0
2,1,3894,2,20,0,1
2,1,3847,2,25,0,1
0,0,3847,0,31,0,0
2,0,3895,2,37,0,0
0,1,6156,2,21,0,0
2,1,3897,2,24,0,1
2,1,1492,2,34,0,0
2,0,1492,0,0,0,1
2,1,1492,2,25,0,0
2,1,1390,0,43,0,1
0,0,3899,2,28,0,0
0,0,3899,2,45,0,0
1,1,597,2,63,0,1
1,1,597,2,17,0,1
1,0,597,0,35,0,1
1,0,597,2,12,0,1
0,1,5682,1,28,0,1
0,0,3906,2,17,0,0
0,0,5694,1,32,0,0
0,1,1494,2,23,0,1
0,0,3851,0,17,0,0
0,0,3853,0,34,0,0
0,0,3907,2,15,0,0
0,1,5696,2,14,0,1
0,0,1498,2,22,0,0
0,0,3908,2,19,0,0
0,0,3909,1,40,0,0
1,1,27,0,25,0,1
1,0,27,0,51,0,0
0,0,5698,2,22,0,0
2,1,3911,0,50,0,1
0,0,5699,0,26,0,0
2,1,3857,2,39,0,1
2,0,1374,2,18,0,1
0,0,5685,2,22,0,0
0,0,1529,2,26,0,0
0,0,3860,2,19,0,0
0,1,5689,1,16,0,0
0,0,5703,2,24,0,0
0,0,3862,1,34,0,0
1,0,1029,2,55,0,1
1,0,1029,2,42,0,0
1,1,1029,2,14,0,1
1,0,1029,0,28,0,1
1,1,1029,0,26,0,1
1,0,569,0,33,0,0
0,0,3914,2,24,0,0
0,0,5691,2,23,0,0
2,0,1376,2,16,0,0
0,1,5704,2,36,0,0
1,1,153,0,44,0,1
0,0,3865,2,22,0,1
0,1,5692,2,30,0,0
0,0,3866,2,20,0,0
0,0,3916,2,21,0,0
2,0,1531,2,14,0,1
0,0,3918,2,27,0,0
0,0,3867,2,19,0,0
0,1,5693,2,21,0,1
2,0,3919,0,28,0,0
0,0,3920,0,13,0,1
2,1,1533,1,71,0,1
2,1,1534,2,28,0,0
2,0,1534,0,18,0,0
0,0,3869,0,23,0,0
0,0,5695,0,34,0,0
0,0,5706,2,20,0,0
0,0,3923,0,17,0,0
0,0,3924,1,21,0,0
1,0,1031,2,33,0,1
1,0,570,0,34,0,1
1,0,1394,2,51,0,0
0,0,3871,2,21,0,1
0,1,5697,2,28,0,0
0,0,5709,2,31,0,0
1,0,48,2,36,0,1
1,0,572,2,39,0,0
0,0,5710,2,26,0,0
0,0,3926,2,51,0,1
0,0,3927,2,24,0,0
0,0,1536,0,27,0,1
0,0,3929,2,31,0,0
0,0,6156,2,24,0,0
1,0,29,2,57,0,0
1,0,29,0,36,1,0
1,0,29,2,55,0,0
1,1,29,0,28,0,0
2,0,1537,2,18,0,0
2,0,1395,2,27,0,0
1,0,1028,2,50,0,0
0,0,3875,2,24,0,0
0,1,5700,1,20,0,1
0,1,5712,2,24,0,1
0,0,5701,2,18,0,0
0,0,3876,2,44,0,0
1,1,156,0,27,0,1
1,0,157,2,58,0,1
1,1,157,1,29,0,1
0,0,3878,1,23,0,1
2,1,3880,2,3,0,1
2,0,3880,2,0,0,1
2,0,3880,2,33,0,0
2,0,3880,2,12,0,1
1,1,160,2,44,0,1
0,1,5713,2,20,0,1
0,0,3933,0,59,0,0
0,0,5705,2,18,0,0
1,1,162,2,72,0,1
0,0,5715,1,23,0,0
0,0,5715,2,11,0,0
0,1,5715,2,1,0,1
0,0,3936,1,25,0,0
2,1,1396,0,25,0,1
1,1,1033,2,24,0,1
1,0,1033,2,54,0,1
2,1,3937,0,17,0,1
2,0,3937,2,48,0,0
0,0,3939,2,40,0,0
0,1,5718,2,2,0,0
0,0,3882,2,32,0,0
0,1,5707,2,15,0,1
0,1,5708,2,52,0,1
0,0,3885,2,16,0,0
0,1,5708,2,16,0,1
0,1,5711,0,16,0,1
0,0,5711,0,6,0,0
2,0,3940,2,10,0,1
2,0,1380,2,27,1,0
1,0,601,0,45,0,1
1,0,601,2,26,0,0
2,0,1539,2,29,0,0
0,1,5719,1,38,0,1
0,0,1501,2,19,0,1
2,0,1503,2,43,0,0
0,0,3886,2,15,0,0
2,0,3941,2,31,0,0
2,0,3942,2,52,0,0
2,0,3943,2,49,0,1
0,0,3887,0,29,0,1
0,0,3945,2,18,0,1
2,1,3889,2,41,0,1
0,0,5722,2,9,0,0
0,1,5722,1,28,0,0
0,0,1504,2,58,0,1
0,0,1540,1,39,0,0
0,0,1505,2,13,0,0
1,1,574,0,36,0,1
2,0,3947,0,23,0,0
0,1,5724,1,24,0,1
0,0,1507,2,33,0,0
0,0,5714,2,18,0,0
0,1,5714,2,2,0,0
0,1,5714,2,0,0,1
0,0,5716,2,36,0,0
0,0,5716,0,15,0,0
0,0,1508,2,31,0,1
0,0,1541,2,42,0,1
2,0,3891,2,27,0,0
0,0,3893,2,36,0,1
0,0,5720,2,0,0,0
0,1,5720,2,3,0,0
0,0,3949,1,22,0,0
0,0,5721,2,56,0,0
0,0,5723,2,23,0,0
2,0,1398,2,25,0,0
0,0,3952,2,29,0,0
0,0,3952,2,17,0,0
0,0,3952,2,13,0,0
2,0,1382,2,35,0,1
2,1,3954,0,53,0,1
0,0,3957,2,24,0,0
0,1,5726,2,38,0,0
1,1,1383,0,21,0,1
1,0,1383,0,29,0,0
0,0,5728,2,46,0,1
1,1,604,2,58,0,1
0,0,1544,1,53,0,1
0,0,3896,0,21,0,0
0,1,5729,1,27,0,0
0,1,5733,2,31,0,0
1,1,576,0,23,0,1
1,0,576,0,41,0,0
1,0,576,2,29,0,0
1,0,576,0,54,0,0
1,0,576,0,43,0,1
0,1,5725,1,36,0,1
0,0,1510,2,48,0,1
1,0,606,2,34,0,1
1,0,606,2,42,0,0
0,0,3898,0,17,0,0
0,0,3960,2,22,0,0
1,0,31,2,37,0,0
1,1,31,0,38,0,1
0,0,5727,2,21,0,0
0,1,5727,1,23,0,1
1,0,578,2,27,0,0
0,0,3961,2,23,0,1
0,0,3963,2,19,0,0
2,0,1400,2,28,0,0
0,0,1513,2,33,0,0
0,1,5735,1,24,0,0
0,1,5735,2,0,0,1
0,1,5737,2,41,0,1
0,1,5738,2,19,0,0
0,0,3900,2,44,0,0
2,0,3901,0,43,0,1
0,1,5730,2,14,0,1
0,1,5740,1,18,0,1
0,0,3964,2,25,0,0
2,0,3966,2,0,0,1
2,1,3966,0,4,0,1
2,0,3966,2,24,0,1
0,0,3968,2,38,0,0
0,1,5743,2,44,0,1
0,1,5745,0,57,0,1
0,1,5734,0,3,0,1
0,0,5734,2,5,0,0
0,1,5734,0,3,0,1
0,1,5734,2,18,0,1
0,1,5734,2,8,0,0
2,1,3970,2,21,0,1
1,1,607,0,35,0,1
2,0,3902,2,47,0,1
1,0,1030,0,28,0,0
1,0,1030,2,49,0,0
1,0,1386,2,23,0,1
1,0,1386,2,19,0,0
0,0,1515,2,34,0,0
1,0,608,2,40,1,1
1,0,33,0,26,1,0
0,0,3971,1,23,0,0
2,0,1517,2,22,0,0
1,0,609,2,51,0,1
0,0,3905,0,44,0,0
2,0,1518,2,50,0,0
0,1,5736,2,28,0,1
0,1,5753,2,13,0,1
0,0,5755,2,21,0,0
0,0,3910,2,20,0,1
0,0,3975,0,14,0,0
1,0,610,0,38,0,0
0,0,3912,1,29,0,0
1,1,611,2,36,0,1
1,1,611,2,16,0,1
1,1,611,2,40,0,1
1,1,1032,0,28,0,1
0,0,3913,1,18,0,1
0,0,3915,2,17,0,1
2,1,1548,2,32,0,1
0,0,5756,2,27,0,0
2,0,1389,2,34,0,0
2,0,1389,2,53,0,1
1,1,615,2,36,1,1
2,0,1391,2,41,0,0
2,0,1519,2,51,0,0
0,1,5757,1,61,0,1
0,0,5739,2,59,0,1
1,1,580,2,17,0,1
1,1,580,2,27,0,1
0,0,5741,1,57,0,1
2,0,1550,0,39,0,0
1,1,164,0,55,0,1
0,0,5742,2,42,0,0
0,0,3977,2,36,0,0
2,0,3979,2,42,0,1
0,1,5759,1,32,0,0
0,0,5744,0,6,0,0
0,1,5746,2,15,0,0
0,0,3981,2,28,0,1
2,0,1393,2,37,0,0
0,0,5747,2,44,0,0
2,0,3983,2,71,1,0
1,0,581,2,44,0,0
1,1,581,2,36,0,1
0,0,5749,2,18,0,0
0,0,5761,1,3,0,1
0,1,5761,0,12,0,0
0,1,5761,0,0,0,1
0,0,3984,2,29,0,0
0,0,5761,2,9,0,0
0,0,5765,0,27,0,0
0,0,3986,1,24,0,0
0,0,5750,2,38,0,1
2,0,3991,2,28,0,0
2,1,6156,2,26,0,1
0,0,3993,2,16,0,0
0,0,3993,1,24,0,1
0,0,5767,2,33,0,0
0,0,5751,0,24,0,0
0,0,5752,2,29,0,0
0,0,3921,2,25,0,1
0,0,5754,2,0,0,0
0,0,3922,2,13,0,0
0,1,5769,0,7,0,0
0,0,3995,1,32,0,0
2,1,1522,2,34,0,0
2,0,3996,2,49,0,0
2,0,1402,2,43,0,1
2,0,3925,2,0,0,1
2,1,3925,2,6,0,1
0,0,3998,2,23,0,1
2,0,4001,2,43,0,1
2,1,4001,0,23,0,1
2,0,6156,2,43,0,0
2,1,4006,0,41,0,1
1,0,587,0,54,1,0
1,1,587,2,51,0,1
1,1,587,2,44,0,1
0,1,5758,1,48,0,1
0,0,5771,2,45,0,0
0,0,3928,1,20,0,0
1,0,6557,2,33,0,0
0,0,5760,2,21,0,0
1,1,600,2,68,0,1
0,0,4008,1,23,0,1
0,0,5775,2,16,0,0
0,0,3930,2,35,0,0
0,1,5777,2,22,0,0
0,0,3931,2,51,0,0
0,0,5762,1,2,0,0
0,1,5762,0,29,0,0
0,0,5762,2,0,0,1
0,1,5779,0,39,0,1
1,0,618,2,55,0,1
0,1,5783,2,22,0,0
0,0,4010,2,20,0,0
0,0,1524,0,25,0,1
0,0,4012,0,18,0,1
0,0,5766,1,28,0,0
0,0,3934,2,26,0,0
0,0,4015,1,28,0,0
0,0,3935,2,54,0,0
0,0,4016,2,56,0,0
2,0,1527,2,25,0,0
1,0,50,2,26,0,0
0,0,4018,2,14,0,0
0,0,1528,2,21,0,1
0,1,5786,2,43,0,1
0,0,5788,2,37,0,0
0,0,6156,2,28,0,0
1,0,6559,2,38,0,1
0,0,1530,2,14,0,1
0,0,3938,1,20,0,0
1,0,589,2,33,0,0
1,1,170,0,33,0,1
0,0,1532,2,13,0,1
1,0,1404,2,37,0,0
2,0,1553,2,15,0,0
1,0,51,0,33,0,0
0,1,5768,1,24,0,1
0,0,3944,1,49,0,0
0,0,3946,2,24,0,0
0,0,1555,2,24,0,0
1,1,590,0,26,0,1
1,1,590,0,40,0,1
0,0,4021,0,31,0,0
1,0,620,2,47,0,1
0,0,4023,2,19,0,0
1,0,602,0,38,1,0
1,0,602,0,33,0,1
1,1,622,2,45,0,1
0,1,5770,2,1,0,1
0,0,3948,2,32,0,0
2,1,3950,2,70,0,1
0,0,5772,1,19,0,0
2,1,1535,1,55,0,1
1,0,592,2,48,0,0
0,0,5773,2,66,0,0
0,0,4025,2,13,0,0
1,0,624,0,40,0,0
0,0,1556,2,35,0,1
0,0,4028,2,32,0,0
2,0,1538,2,51,0,0
1,0,171,2,37,0,0
0,0,5774,2,31,0,0
0,0,3951,2,37,0,0
1,0,603,2,38,0,0
1,0,603,0,19,0,0
2,1,4030,2,33,0,1
0,0,4032,2,19,0,1
0,0,5776,2,31,0,1
0,0,5776,2,43,0,0
0,1,5792,2,22,0,0
0,1,5794,2,24,0,0
1,0,605,0,21,0,0
1,0,605,2,14,0,1
1,0,594,0,30,0,1
1,1,594,2,22,0,1
0,0,5778,2,11,0,0
0,1,5778,2,4,0,0
0,0,5778,2,0,0,0
0,0,3953,2,30,0,0
0,0,5780,1,21,0,0
1,0,6156,2,40,0,0
0,0,4034,1,57,0,0
2,0,3955,2,35,0,0
1,0,53,2,32,0,0
2,0,3956,2,32,0,0
0,0,3958,2,30,0,0
